Município,UF,Índice de Progresso Social,ÁREA km²,POPULAÇÃO 2025,PIB PER CAPITA,Necessidades Humanas Básicas,Fundamentos do Bem-estar,Oportunidades,Nutrição e Cuidados Médicos Básicos,Água e Saneamento,Moradia,Segurança Pessoal,Acesso ao Conhecimento Básico,Acesso à Informação e Comunicação,Saúde e Bem-estar,Qualidade do Meio Ambiente,Direitos Individuais,Liberdades Individuais e de Escolha,Inclusão Social,Acesso à Educação Superior,Cobertura Vacinal (poliomielite),Hospitalizações por Condições Sensíveis à Atenção Primária,Mortalidade Ajustada por Condições Sensíveis à Atenção Primária,Mortalidade Infantil até 5 anos,Subnutrição,Abastecimento de Água Via Rede de Distribuição,Esgotamento Sanitário Adequado,Índice de Abastecimento de Água,Índice de Perdas de Água na Distribuição,Domicílios com Coleta de Resíduos Adequada,Domicílios com Iluminação Elétrica Adequada,Domicílios com Paredes Adequadas,Domicílios com Pisos Adequados,Assassinatos de Jovens,Assassinatos de Mulheres,Homicídios,Mortes por Acidentes de Transporte,Abandono no Ensino Fundamental,Abandono no Ensino Médio,Distorção Idade-Série no Ensino Médio,Evasão no Ensino Médio,Ideb Ensino Fundamental,Reprovação Escolar no Ensino Médio,Cobertura de Internet Móvel (4G/5G),Densidade de Internet Banda Larga Fixa,Densidade Telefonia Móvel,Qualidade de Internet Móvel,Consumo de ultraprocessados,Expectativa de Vida ,Mortalidade entre 15 e 50 anos,Mortalidades por Doenças Crônicas Não Transmissíveis ,Obesidade,Suicídios,Áreas Verdes Urbanas,Emissões de CO₂e por Habitante,Focos de Calor,Índice de Vulnerabilidade Climática dos Municípios (IVCM),Supressão da Vegetação Primária e Secundária,Acesso a Programas de Direitos Humanos,Existência de Ações para Direitos de Minorias,Índice de Atendimento à Demanda de Justiça,Resposta a Processos Previdenciários,Resposta a Processos Familiares,Taxa de Congestionamento Líquida de Processos,"Acesso à Cultura, Lazer e Esporte",Gravidez na Adolescência (<19),Índice de Vulnerabilidade das Famílias do CadÚnico (IVCAD),Praças e Parques em Áreas Urbanas,Famílias em Situação de Rua,Paridade de Gênero na Câmara Municipal,Paridade de Negros na Câmara Municipal,Violência Contra Indígenas,Violência Contra Mulheres,Violência Contra Negros,Empregados com Ensino Superior,Mulheres Empregadas com Ensino Superior,Nota Mediana no Enem
Aparecida,SP,63.99,120.89,33141.00,41329.44,76.81,73.44,41.71,72.30,89.40,93.01,52.52,82.73,90.11,55.96,64.94,18.65,57.34,44.67,46.20,80.95,945.98,144.31,17.05,4.44,98.60,99.33,98.76,46.56,98.20,82.37,92.51,98.80,49.81,5.72,23.20,18.30,0.14,1.84,13.54,4.56,5.82,6.00,99.09,69.04,86.34,97.07,78.23,74.67,239.16,475.54,28.76,3.57,3.85,0.91,5.63,4.59,43.67,1.00,0.00,516.19,946.69,53.87,54.51,6.00,10.01,6.83,0.25,50.18,0.67,0.63,105.26,317.06,498.26,75.17,89.45,513.74
Angatuba,SP,63.98,1027.29,24573.00,72293.78,79.88,70.24,41.81,77.74,80.07,92.19,69.55,82.60,80.77,56.06,61.53,26.46,54.52,54.78,31.50,80.98,1347.51,111.87,15.13,2.82,84.46,77.85,83.35,30.22,83.50,88.73,88.87,99.58,7.82,1.67,4.10,16.39,0.24,4.24,10.66,6.42,6.12,2.92,90.98,59.98,59.70,96.71,83.58,74.60,184.85,468.32,31.68,9.03,11.08,1.22,13.86,4.89,42.64,3.00,0.00,312.22,334.05,53.93,99.89,4.00,13.16,3.27,0.27,14.79,0.67,0.00,,179.41,332.91,38.93,47.82,535.70
Fortaleza de Minas,MG,63.98,218.79,3453.00,28547.64,79.01,68.17,44.75,76.28,78.27,97.53,63.97,80.53,73.87,60.72,57.53,29.54,53.52,63.53,32.41,81.27,1446.80,85.37,2.22,6.09,87.41,87.37,67.78,28.13,98.49,91.81,99.74,99.79,29.33,11.57,5.64,5.74,0.40,3.46,17.96,6.92,5.91,3.84,84.69,39.89,56.32,94.34,71.48,73.31,171.61,313.14,34.41,5.74,16.42,2.90,13.95,0.59,42.24,6.00,0.00,435.60,1245.22,50.03,93.49,3.00,10.73,6.71,0.28,0.00,0.00,0.00,,126.35,0.00,35.89,48.22,554.91
Caxias do Sul,RS,63.97,1652.32,479599.00,78942.20,77.58,72.35,42.00,81.62,88.38,87.31,53.00,72.40,90.31,63.24,63.43,22.30,57.83,29.27,58.60,91.51,494.61,108.64,10.73,3.35,96.47,95.52,98.25,44.47,85.69,75.24,89.96,94.56,44.74,5.08,21.02,13.14,0.68,7.38,20.20,13.78,5.43,6.20,97.97,87.39,69.55,98.41,69.23,76.58,170.53,363.77,30.65,11.76,3.13,0.96,20.49,6.00,45.49,3.00,0.00,564.81,1169.07,60.05,99.97,10.00,7.20,3.14,0.27,255.39,0.61,0.93,137.30,575.71,434.03,92.23,108.46,573.72
Telêmaco Borba,PR,63.97,1382.86,77479.00,82724.67,78.68,69.42,43.81,74.32,92.02,93.08,55.31,79.40,85.09,47.57,65.61,46.92,53.92,34.55,39.86,82.22,1160.67,206.35,9.98,2.88,98.36,83.11,99.78,23.05,98.04,83.35,92.76,98.23,53.69,2.07,22.45,20.36,0.22,2.04,15.08,9.46,5.38,3.84,99.77,62.48,66.11,97.60,84.10,74.68,288.70,521.00,35.45,8.34,5.08,0.65,7.77,7.06,43.66,5.00,9.00,370.60,422.63,61.35,105.21,9.00,13.70,3.65,0.26,62.51,0.31,0.92,424.24,1014.79,744.77,61.00,66.58,531.25
Paim Filho,RS,63.97,182.00,3685.00,44184.80,77.65,67.96,46.30,75.40,72.19,90.28,72.73,83.18,67.02,63.45,58.17,29.22,62.97,56.34,36.69,97.30,3686.43,144.49,22.12,2.16,84.80,63.88,53.39,14.91,60.39,98.56,94.31,92.59,27.29,0.00,10.36,0.00,0.74,1.94,11.52,5.06,5.55,0.80,76.63,40.44,25.30,98.45,61.41,77.17,195.13,390.24,32.66,5.39,14.29,0.00,20.44,5.31,46.89,6.00,0.00,456.94,840.57,64.04,103.25,3.00,10.35,9.06,0.25,0.00,0.44,0.00,,94.52,307.69,43.66,67.43,538.84
Arapeí,SP,63.97,156.90,2355.00,22605.52,81.33,66.59,43.98,85.56,85.00,93.94,60.85,76.68,74.82,57.62,57.26,21.26,49.86,68.75,36.08,97.78,684.23,142.15,0.00,2.72,82.32,90.76,90.20,22.45,91.87,86.43,94.66,99.38,42.37,16.67,16.74,0.00,0.12,1.40,27.64,7.62,4.67,4.92,84.56,39.49,54.41,98.43,92.08,73.72,185.53,488.36,27.49,0.00,9.20,0.00,10.21,0.00,47.00,1.00,0.00,377.19,344.27,61.22,93.95,2.00,19.47,1.34,0.29,21.35,0.44,0.90,,33.83,70.42,53.80,68.32,499.96
Centenário,RS,63.97,134.78,2777.00,44417.36,80.54,69.44,41.93,76.33,72.21,89.92,83.69,84.54,64.80,70.30,58.10,19.28,62.56,58.10,27.77,89.95,543.05,78.81,43.33,1.85,79.94,88.51,41.23,7.40,59.06,95.59,95.29,93.56,0.00,0.00,7.03,0.00,0.08,3.22,6.78,8.04,6.45,0.80,76.52,13.94,43.66,95.67,100.00,76.36,85.46,318.92,18.33,14.18,13.90,0.00,13.81,2.60,45.32,1.00,0.00,444.99,724.17,61.69,81.85,1.00,4.70,1.81,0.23,0.00,0.22,0.00,,14.58,606.06,28.60,44.72,526.06
Rondinha,RS,63.96,252.45,5078.00,44843.64,75.68,67.85,48.35,77.79,63.64,90.81,70.50,85.67,64.91,61.48,59.34,35.53,64.44,57.55,35.88,88.33,2644.13,83.11,13.33,3.75,76.97,78.90,42.06,38.01,69.72,95.41,92.63,93.90,24.33,0.00,11.75,7.61,0.20,0.60,10.48,3.72,5.92,2.40,75.82,24.79,39.74,92.98,79.32,75.53,162.87,312.56,32.15,15.43,13.19,0.00,8.41,0.89,42.23,9.00,0.00,458.58,858.26,61.13,106.93,4.00,3.52,0.00,0.26,17.99,0.22,0.94,,220.01,327.87,44.32,62.50,539.04
Icém,SP,63.96,362.36,7982.00,33065.90,84.72,68.86,38.30,73.67,93.17,94.51,77.52,82.69,71.82,59.14,61.77,21.85,57.54,45.64,28.16,83.28,1074.47,147.36,11.14,4.76,94.92,99.60,95.41,17.68,96.84,88.37,92.72,98.98,0.00,0.00,0.00,65.26,0.02,0.38,15.78,5.88,5.20,1.08,99.08,5.55,55.98,96.69,83.33,73.34,129.43,433.70,36.76,0.00,8.54,7.52,2.71,3.37,44.17,1.00,0.00,243.56,655.98,49.58,86.11,3.00,12.61,2.03,0.27,23.15,0.44,0.91,285.71,570.05,302.52,35.55,52.62,491.58
Itabira,MG,63.96,1254.61,118053.00,62973.41,76.17,73.17,42.53,74.23,86.49,87.67,56.31,79.06,86.82,62.76,64.05,28.69,57.80,36.68,46.95,76.97,1109.11,111.20,12.49,4.61,91.56,95.20,96.35,42.53,91.78,83.38,71.29,99.00,52.92,2.29,17.88,11.75,0.38,4.00,18.56,5.90,5.49,6.04,96.12,73.46,69.24,97.45,85.52,77.37,196.83,349.77,29.72,9.19,4.95,1.19,23.09,9.48,45.91,7.00,0.00,840.90,1862.02,55.42,79.33,11.00,8.45,2.50,0.26,55.08,0.24,0.88,285.71,741.24,552.57,67.31,81.49,565.36
Itaberá,SP,63.96,1100.25,18263.00,57940.04,77.65,70.44,43.79,73.71,74.60,90.17,72.11,87.15,73.58,59.70,61.32,29.66,59.00,61.36,25.13,86.54,886.64,183.07,17.98,3.20,73.72,75.63,78.33,30.18,85.29,79.54,89.71,99.43,5.18,0.00,4.37,9.82,0.06,1.30,4.02,3.70,5.89,0.42,83.54,33.12,58.07,96.91,0.00,73.18,199.29,485.36,30.66,13.11,7.38,2.19,4.47,6.15,50.02,5.00,0.00,245.70,535.34,57.91,85.35,4.00,12.57,2.78,0.26,4.36,0.44,0.76,,302.83,120.48,29.96,34.21,515.12
Muqui,ES,63.96,327.27,14185.00,21704.97,80.61,69.11,42.16,81.22,71.66,90.71,78.85,79.52,73.06,56.55,67.30,24.82,59.11,53.10,31.60,96.27,2002.73,101.67,14.68,2.66,73.15,74.09,64.95,22.84,71.16,90.76,89.05,98.48,0.00,2.78,8.36,18.19,0.16,1.12,21.50,5.80,5.08,5.56,83.24,37.69,52.03,96.75,82.75,73.10,236.40,392.53,26.57,5.62,5.21,0.00,9.97,14.29,49.30,5.00,0.00,783.58,1113.27,72.69,107.72,4.00,11.44,0.64,0.27,14.97,0.00,0.76,,282.67,290.64,34.73,53.39,535.16
Sete Lagoas,MG,63.95,536.93,238909.00,62385.53,75.92,71.00,44.95,71.88,86.10,91.58,54.10,76.93,87.57,59.43,60.07,34.05,61.42,37.32,47.00,76.51,752.60,141.03,11.90,5.16,96.72,95.80,99.19,57.44,97.76,87.50,80.08,99.13,49.26,3.12,19.17,20.60,0.92,5.72,15.82,7.62,5.37,5.92,99.84,74.52,67.23,97.52,80.38,75.37,190.51,399.33,31.08,8.22,3.97,0.75,15.87,4.75,50.91,2.00,7.00,537.73,1244.72,57.59,86.21,10.00,8.98,3.81,0.27,108.38,0.21,0.82,102.56,244.85,167.75,68.10,77.78,572.86
Jardim Alegre,PR,63.95,413.39,12138.00,34968.61,79.29,65.99,46.58,71.57,70.05,92.62,82.94,79.50,69.73,53.17,61.57,26.91,53.21,73.62,32.56,96.90,4173.37,157.18,18.49,3.80,81.82,8.76,82.37,21.82,78.75,95.21,94.30,94.67,0.00,0.00,1.64,18.02,0.08,2.82,16.82,9.78,5.40,1.48,76.29,21.52,64.53,93.63,43.57,74.63,247.48,453.51,33.24,19.61,10.41,2.47,3.55,3.43,43.79,1.00,4.00,582.52,1023.46,52.35,100.44,7.00,12.09,0.61,0.27,3.83,0.44,0.27,,49.35,0.00,40.13,53.11,532.56
